snapshot_date,total_value_pln,cash_pln,invested_pln,open_positions,exposure_pct
2020-05-14,968294.69,852082.35,116212.34,4,12.001753309212097
2020-05-15,968207.55,793897.52,174310.03,6,18.00337437980111
2020-05-18,973505.72,857298.59,116207.13,4,11.936974545973907
2020-05-19,973461.91,828049.6,145412.31,5,14.937647637389325
2020-05-20,976319.25,859959.7,116359.55,4,11.918186597263139
2020-05-21,976275.32,830626.15,145649.17,5,14.918862232428454
2020-05-22,976782.71,830894.09,145888.62,5,14.935626778242215
2020-05-25,976782.71,830894.09,145888.62,5,14.935626778242215
2020-05-26,976782.71,830894.09,145888.62,5,14.935626778242215
2020-05-27,976894.04,830739.55,146154.5,5,14.961141537929743
2020-05-28,976806.12,772038.0,204768.12,7,20.963025907331538
2020-05-29,977623.75,801907.69,175716.06,6,17.973792064687462
2020-06-01,977579.76,772534.99,205044.77,7,20.97473560622818
2020-06-02,977579.76,772534.99,205044.77,7,20.97473560622818
2020-06-03,980019.19,804179.59,175839.6,6,17.94246498377241
2020-06-04,979794.38,803857.7,175936.68,6,17.95649001375166
2020-06-05,982239.95,835592.9,146647.06,5,14.929861079260725
2020-06-08,982239.95,835592.9,146647.06,5,14.929861079260725
2020-06-09,982239.95,835592.9,146647.06,5,14.929861079260725
2020-06-10,985122.28,867782.03,117340.25,4,11.911237049678746
2020-06-11,981901.55,864161.28,117740.26,4,11.991045334432968
2020-06-12,978799.25,919916.81,58882.44,2,6.0157831138509765
2020-06-15,977986.92,860341.27,117645.65,4,12.029368450040211
2020-06-16,977986.92,860341.27,117645.65,4,12.029368450040211
2020-06-17,977986.92,860341.27,117645.65,4,12.029368450040211
2020-06-18,977986.92,860341.27,117645.65,4,12.029368450040211
2020-06-19,977942.91,830957.65,146985.26,5,15.03004505651562
2020-06-22,981212.13,775601.63,205610.5,7,20.954745025420753
2020-06-23,984100.08,807853.56,176246.52,6,17.909410189256363
2020-06-24,984070.08,778115.89,205954.19,7,20.928813321913008
2020-06-25,986181.07,809780.61,176400.46,6,17.887228356553226
2020-06-26,986239.63,839177.49,147062.15,5,14.911401400489249
2020-06-29,986017.73,691019.7,294998.03,10,29.918126320101774
2020-06-30,985973.36,661394.78,324578.58,11,32.919609511559216
2020-07-01,985884.62,602147.65,383736.97,13,38.923111509742384
2020-07-02,985884.62,602147.65,383736.97,13,38.923111509742384
2020-07-03,985884.62,602147.65,383736.97,13,38.923111509742384
2020-07-06,992945.68,697658.51,295287.17,10,29.73850190878518
2020-07-07,995916.69,669940.93,325975.76,11,32.731227749582146
2020-07-08,995827.06,610096.3,385730.76,13,38.734713635919874
2020-07-09,1000308.15,673399.94,326908.21,11,32.68075042675599
2020-07-10,1003231.44,705481.73,297749.71,10,29.67906488257585
2020-07-13,1004920.36,736229.7,268690.66,9,26.737507835944328
2020-07-14,1000315.21,700138.14,300177.07,10,30.008248100116365
2020-07-15,1000180.17,609974.74,390205.43,13,39.0135139351943
2020-07-16,999621.17,548978.76,450642.41,15,45.08131915613591
2020-07-17,1005489.32,614512.81,390976.51,13,38.88420316587749
2020-07-20,1005444.07,584302.88,421141.19,14,41.88608820379238
2020-07-21,1005968.3,584669.18,421299.13,14,41.87996082977962
2020-07-22,1006028.49,614876.95,391151.54,13,38.8807617167979
2020-07-23,1006718.05,705729.03,300989.02,10,29.898045435859622
2020-07-24,1006865.75,826499.96,180365.79,6,17.91358877784849
2020-07-27,1008473.9,858096.04,150377.86,5,14.911428049848388
2020-07-28,1006927.1,765680.02,241247.08,8,23.958743388672328
2020-07-29,1007750.0,826521.8,181228.21,6,17.983449268171668
2020-07-30,1005951.54,824517.9,181433.63,6,18.036020900171792
2020-07-31,1005725.2,673398.82,332326.38,11,33.04345759656813
2020-08-03,1005634.68,612964.76,392669.92,13,39.046974792078565
2020-08-04,1005453.67,492107.62,513346.05,17,51.056161543475184
2020-08-05,1004322.12,460881.36,543440.76,18,54.11020519990141
2020-08-06,1004246.89,400649.61,603597.27,20,60.10446992770871
2020-08-07,1007757.06,434509.56,573247.5,19,56.88350126765671
2020-08-10,1011139.22,588878.06,422261.17,14,41.76093278233239
2020-08-11,1012265.02,559424.61,452840.41,15,44.73536090380758
2020-08-12,1009288.39,465105.82,544182.56,18,53.91744969938672
2020-08-13,1009106.72,343809.47,665297.25,22,65.9293250965567
2020-08-14,1009230.66,374017.26,635213.4,21,62.94035894628885
2020-08-17,1009240.97,373922.41,635318.56,21,62.95013568464229
2020-08-18,1011729.45,436748.94,574980.52,19,56.83145034475373
2020-08-19,1009679.33,494952.8,514726.53,17,50.97920841857781
2020-08-20,1010289.06,555808.41,454480.65,15,44.98520948054213
2020-08-21,1015300.77,621134.2,394166.57,13,38.82264070379854
2020-08-24,1015300.77,621134.2,394166.57,13,38.82264070379854
2020-08-25,1020479.4,595293.4,425185.99,14,41.66531828080018
2020-08-26,1023387.33,688969.57,334417.76,11,32.677535689248764
2020-08-27,1024454.83,688779.96,335674.87,11,32.766195265046484
2020-08-28,1027465.67,722217.83,305247.84,10,29.708811584916507
2020-08-31,1030358.3,693814.39,336543.92,11,32.662804773834495
2020-09-01,1028918.01,599641.86,429276.15,14,41.721123143718714
2020-09-02,1031831.56,509544.23,522287.33,17,50.617499042188626
2020-09-03,1023211.96,684477.41,338734.54,11,33.10502156366507
2020-09-04,1004418.8,850616.94,153801.86,5,15.312523023264795
2020-09-07,1004418.8,850616.94,153801.86,5,15.312523023264795
2020-09-08,1002315.56,729282.13,273033.43,9,27.240266528437406
2020-09-09,1001231.64,698518.32,302713.32,10,30.234094479874805
2020-09-10,1004165.14,552376.26,451788.88,15,44.991492136442815
2020-09-11,1003112.05,582154.81,420957.24,14,41.96512642829881
2020-09-14,1003112.05,582154.81,420957.24,14,41.96512642829881
2020-09-15,1002976.63,491739.31,511237.32,17,50.972007194225455
2020-09-16,1003397.87,492140.71,511257.17,17,50.95258673411376
2020-09-17,1001914.0,550817.78,451096.22,15,45.0234471222081
2020-09-18,997930.07,607035.29,390894.78,13,39.17055831377043
2020-09-21,987639.97,627485.86,360154.11,12,36.466133504094614
2020-09-22,985663.57,685793.01,299870.57,10,30.423217325562717
2020-09-23,988373.25,719104.21,269269.04,9,27.24365921477539
2020-09-24,985013.7,805756.45,179257.25,6,18.198452468224556
2020-09-25,983877.7,716543.82,267333.88,9,27.17145433827802
2020-09-28,983833.43,686983.22,296850.21,10,30.172811875278523
2020-09-29,983789.15,657423.92,326365.24,11,33.17430772640662
2020-09-30,981121.15,655180.16,325941.0,11,33.22127955349857
2020-10-01,981077.0,625702.41,355374.59,12,36.222905031919005
2020-10-02,981136.15,567522.03,413614.13,14,42.15664971675949
2020-10-05,982018.16,510039.65,471978.5,16,48.062094900566805
2020-10-06,982387.47,481117.13,501270.35,17,51.025727150204794
2020-10-07,986092.37,543942.3,442150.08,15,44.83860675242828
2020-10-08,990096.58,518213.28,471883.3,16,47.660330267982545
2020-10-09,998247.65,585312.64,412935.0,14,41.36598768852599
2020-10-12,1001060.73,557747.21,443313.52,15,44.28437823147853
2020-10-13,1005119.91,470675.98,534443.93,18,53.172156345007636
2020-10-14,1007983.08,443263.84,564719.24,19,56.02467454116392
2020-10-15,1007204.66,500973.29,506231.37,17,50.26102341504258
2020-10-16,1007491.14,500291.62,507199.52,17,50.34282683617446
2020-10-19,1011327.8,531981.05,479346.75,16,47.39776262454171
2020-10-20,1011216.31,621030.1,390186.21,13,38.58583036501854
2020-10-21,1007762.89,647047.7,360715.2,12,35.79365777201818
2020-10-22,1003084.14,611075.67,392008.47,13,39.080317828572184
2020-10-23,1003029.51,640723.96,362305.56,12,36.12112668549503
2020-10-26,991950.13,780739.27,211210.86,7,21.292487758431967
2020-10-27,991860.85,721132.99,270727.87,9,27.294944648737772
2020-10-28,987072.87,687410.63,299662.24,10,30.358674532306818
2020-10-29,986984.04,628097.42,358886.62,12,36.36194765621539
2020-10-30,977748.13,531722.85,446025.27,15,45.617603993781096
2020-11-02,974572.32,618629.32,355943.0,12,36.52299503027133
2020-11-03,974440.75,530786.25,443654.51,15,45.52914171538906
2020-11-04,979870.91,536969.06,442901.86,15,45.20002129668284
2020-11-05,992670.19,639277.45,353392.73,12,35.600215817904235
2020-11-06,992446.84,490153.62,502293.22,17,50.611599508946995
2020-11-09,1014539.91,718935.23,295604.67,10,29.136820255794564
2020-11-10,1016768.73,533728.89,483039.84,16,47.50734613956903
2020-11-11,1015327.44,592436.96,422890.47,14,41.65064917382711
2020-11-12,1015327.44,592436.96,422890.47,14,41.65064917382711
2020-11-13,1015327.44,592436.96,422890.47,14,41.65064917382711
2020-11-16,1018275.15,595361.03,422914.12,14,41.53240113931878
2020-11-17,1018091.86,472984.7,545107.15,18,53.542039909836824
2020-11-18,1019383.44,503402.89,515980.54,17,50.616923892740495
2020-11-19,1020659.41,624410.39,396249.02,13,38.822844929240404
2020-11-20,1020567.55,563078.99,457488.56,15,44.82687696664468
2020-11-23,1023517.35,565871.59,457645.76,15,44.713043701701785
2020-11-24,1037439.43,792689.81,244749.62,8,23.591702119901107
2020-11-25,1037159.32,605670.61,431488.72,14,41.60293521732032
2020-11-26,1037159.32,605670.61,431488.72,14,41.60293521732032
2020-11-27,1037112.65,574509.15,462603.5,15,44.604942384995496
2020-11-30,1042585.14,611096.42,431488.72,14,41.386425285133065
2020-12-01,1048431.13,522380.55,526050.57,17,50.17502389498869
2020-12-02,1048333.27,583203.8,465129.47,15,44.36847358664864
2020-12-03,1050074.98,646765.81,403309.17,13,38.407654470540756
2020-12-04,1056141.01,683488.02,372652.99,12,35.28439729842514
2020-12-07,1057635.26,618923.81,438711.45,14,41.480410741979235
2020-12-08,1056652.33,553370.72,503281.61,16,47.62982068094242
2020-12-09,1055157.42,456579.77,598577.65,19,56.72875332668371
2020-12-10,1056882.67,424022.0,632860.67,20,59.87993634146732
2020-12-11,1058036.42,393365.79,664670.63,21,62.82114844402048
2020-12-14,1058004.45,361535.77,696468.68,22,65.82852085357487
2020-12-15,1056076.37,295202.24,760874.13,24,72.04726396822987
2020-12-16,1055981.32,231742.65,824238.68,26,78.05428603604466
2020-12-17,1055981.32,231742.65,824238.68,26,78.05428603604466
2020-12-18,1062653.43,301813.9,760839.54,24,71.59808819325036
2020-12-21,1061332.35,395147.6,666184.75,21,62.76872178634713
2020-12-22,1061732.9,363217.74,698515.16,22,65.79010219990357
2020-12-23,1065865.97,398786.09,667079.88,21,62.58571891548428
2020-12-24,1068339.83,527878.82,540461.0,17,50.588865529800565
2020-12-25,1068339.83,527878.82,540461.0,17,50.588865529800565
2020-12-28,1068897.05,559798.83,509098.21,16,47.62836701626223
2020-12-29,1072447.06,722215.37,350231.7,11,32.657248368045316
2020-12-30,1072093.24,817081.95,255011.3,8,23.786298661858922
2020-12-31,1073279.31,817787.49,255491.82,8,23.80478386376422
2021-01-01,1073279.31,817787.49,255491.82,8,23.80478386376422
2021-01-04,1073294.6,817456.4,255838.21,8,23.83671826914996
2021-01-05,1073004.81,623973.6,449031.21,14,41.84801464217108
2021-01-06,1074000.38,495735.27,578265.1,18,53.8421690316348
2021-01-07,1086833.59,410726.0,676107.59,21,62.20893393624317
2021-01-08,1094113.83,449392.28,644721.55,20,58.926368749035916
2021-01-11,1093818.42,252156.42,841662.0,26,76.94714082434267
2021-01-12,1100609.04,355359.01,745250.04,23,67.71251306458468
2021-01-13,1100460.46,256155.6,844304.86,26,76.72287107889365
2021-01-14,1103836.37,356356.21,747480.16,23,67.7165728829899
2021-01-15,1104777.6,322274.21,782503.39,24,70.82904197188647
2021-01-18,1104777.6,322274.21,782503.39,24,70.82904197188647
2021-01-19,1111134.54,327991.35,783143.19,24,70.48140092918001
2021-01-20,1117693.08,398011.4,719681.68,22,64.38991999485225
2021-01-21,1123494.08,464998.88,658495.2,20,58.61136357745649
2021-01-22,1123341.12,592241.13,531099.99,16,47.278603137041756
2021-01-25,1124613.81,791727.53,332886.28,10,29.600052661633242
2021-01-26,1125116.94,689477.13,435639.82,13,38.71951479105808
2021-01-27,1113024.56,911317.65,201706.91,6,18.122413219704693
2021-01-28,1111726.18,842865.35,268860.83,8,24.184087308261468
2021-01-29,1111426.01,642454.4,468971.61,14,42.1954863194177
2021-02-01,1112015.69,643406.06,468609.63,14,42.140559185815086
2021-02-02,1111965.65,609995.56,501970.09,15,45.14258961146867
2021-02-03,1112980.43,444610.0,668370.43,20,60.05230747857805
2021-02-04,1113529.74,411694.64,701835.11,21,63.02796277358519
2021-02-05,1113379.42,311326.65,802052.77,24,72.0376859489643
2021-02-08,1113379.42,311326.65,802052.77,24,72.0376859489643
2021-02-09,1115306.44,313927.74,801378.69,24,71.85278065820188
2021-02-10,1116282.26,348657.08,767625.18,23,68.76622584685705
2021-02-11,1124097.31,490050.18,634047.13,19,56.40500376253013
2021-02-12,1132135.71,462881.16,669254.55,20,59.114339746424925
2021-02-15,1132135.71,462881.16,669254.55,20,59.114339746424925
2021-02-16,1136726.03,567051.42,569674.61,17,50.11538356344316
2021-02-17,1137212.61,498955.57,638257.04,19,56.124688944488575
2021-02-18,1136804.95,732135.51,404669.45,12,35.597087257580995
2021-02-19,1139275.42,766565.95,372709.47,11,32.71460644696433
2021-02-22,1138523.81,729662.35,408861.46,12,35.911542333049674
2021-02-23,1124374.74,681280.37,443094.37,13,39.40806870136552
2021-02-24,1127052.6,312584.73,814467.87,24,72.26529356305109
2021-02-25,1126511.06,312731.41,813779.65,24,72.23894011302473
2021-02-26,1123752.46,513630.95,610121.51,18,54.29323020124913
2021-03-01,1126962.19,449881.34,677080.85,20,60.08017447328912
2021-03-02,1128734.25,418002.48,710731.77,21,62.967148378814585
2021-03-03,1125677.9,482277.83,643400.07,19,57.15667599052979
2021-03-04,1119558.72,680173.15,439385.57,13,39.24631751338599
2021-03-05,1119457.96,612898.86,506559.1,15,45.25039064441509
2021-03-08,1122637.16,549188.87,573448.29,17,51.080465749058234
2021-03-09,1122494.93,549614.45,572880.48,17,51.03635345595726
2021-03-10,1125215.55,552504.11,572711.44,17,50.89793151187787
2021-03-11,1128540.65,589638.07,538902.58,16,47.75216382325262
2021-03-12,1131610.51,490970.11,640640.4,19,56.61315393756815
2021-03-15,1133108.23,559892.95,573215.28,17,50.58786661535413
2021-03-16,1133694.63,560069.8,573624.84,17,50.59782633000564
2021-03-17,1134233.54,526357.32,607876.22,18,53.59356768800894
2021-03-18,1131329.69,556945.64,574384.05,17,50.77070416140145
2021-03-19,1132369.22,691777.61,440591.61,13,38.90882957768845
2021-03-22,1134057.25,523223.02,610834.23,18,53.86273312039581
2021-03-23,1130099.96,587063.75,543036.21,16,48.052051076968446
2021-03-24,1126876.35,617551.77,509324.58,15,45.1979119093235
2021-03-25,1126876.35,617551.77,509324.58,15,45.1979119093235
2021-03-26,1129118.01,653749.51,475368.5,14,42.100869509644966
2021-03-29,1128965.58,551976.38,576989.2,17,51.10777602271983
2021-03-30,1128914.78,518056.57,610858.21,18,54.11021459033426
2021-03-31,1128809.12,551961.78,576847.33,17,51.102291767451334
2021-04-01,1129795.88,587138.34,542657.55,16,48.03146830381432
2021-04-02,1129795.88,587138.34,542657.55,16,48.03146830381432
2021-04-05,1129619.48,620901.82,508717.66,15,45.03442699129091
2021-04-06,1134860.23,796065.47,338794.76,10,29.853434902728065
2021-04-07,1138206.26,833433.21,304773.05,9,26.776609891426883
2021-04-08,1139417.43,868547.43,270869.99,8,23.772673900556356
2021-04-09,1139314.88,800079.85,339235.03,10,29.77535323685056
2021-04-12,1141375.93,835574.02,305801.91,9,26.792391705684558
2021-04-13,1144605.11,872309.0,272296.12,8,23.78952510530029
2021-04-14,1145112.62,872347.35,272765.27,8,23.819951438488207
2021-04-15,1145009.56,803537.5,341472.06,10,29.82263833674891
2021-04-16,1148064.98,806106.87,341958.11,10,29.785605863528737
2021-04-19,1148594.93,771994.17,376600.76,11,32.78795249427054
2021-04-20,1146051.71,768312.38,377739.34,11,32.96006076375036
2021-04-21,1144063.95,800677.99,343385.96,10,30.0145774193829
2021-04-22,1143806.54,628810.94,514995.59,15,45.02471108444615
2021-04-23,1140221.58,762370.79,377850.79,11,33.13836508865233
2021-04-26,1140614.83,728530.16,412084.66,12,36.128292317574015
2021-04-27,1140563.5,694260.38,446303.11,13,39.13005369714181
2021-04-28,1139022.26,658953.59,480068.67,14,42.147435292441074
2021-04-29,1138538.52,624753.21,513785.31,15,45.12673932191596
2021-04-30,1138371.16,590623.87,547747.28,16,48.11675657700253
2021-05-03,1138319.93,556421.51,581898.42,17,51.119057539473985
2021-05-04,1128860.9,683985.13,444875.77,13,39.40926379857785
2021-05-05,1130148.58,550513.16,579635.42,17,51.28842616428364
2021-05-06,1128235.07,651565.44,476669.63,14,42.2491413956845
2021-05-07,1134654.29,523268.91,611385.38,18,53.882965533052364
2021-05-10,1140801.84,530044.27,610757.57,18,53.53756880336027
2021-05-11,1130843.91,689110.81,441733.09,13,39.06225130575272
2021-05-12,1128051.5,414837.48,713214.03,21,63.22530753250184
2021-05-13,1123289.63,512532.81,610756.82,18,54.372158674695505
2021-05-14,1123188.54,445034.33,678154.21,20,60.37759341810948
2021-05-17,1122993.38,479219.97,643773.41,19,57.32655432038256
2021-05-18,1122993.38,479219.97,643773.41,19,57.32655432038256
2021-05-19,1120346.15,815438.51,304907.64,9,27.21548514269452
2021-05-20,1120043.65,613473.65,506570.01,15,45.22770250962987
2021-05-21,1119748.79,479019.27,640729.52,19,57.220827182139665
2021-05-24,1121947.28,515360.63,606586.65,18,54.06552168832746
2021-05-25,1121947.28,515360.63,606586.65,18,54.06552168832746
2021-05-26,1127322.63,656704.22,470618.42,14,41.74656016618774
2021-05-27,1127170.44,555093.02,572077.42,17,50.753408685912675
2021-05-28,1127473.17,453833.92,673639.25,20,59.74769670128824
2021-05-31,1127473.17,453833.92,673639.25,20,59.74769670128824
2021-06-01,1127422.44,419958.99,707463.44,21,62.75051967211155
2021-06-02,1127371.7,386085.59,741286.11,22,65.75347864417743
2021-06-03,1127320.97,352213.73,775107.24,23,68.75657072182379
2021-06-04,1134396.53,560951.65,573444.87,17,50.550654452372136
2021-06-07,1140992.55,667490.43,473502.12,14,41.49914212849154
2021-06-08,1139974.83,631605.62,508369.21,15,44.59477495656636
2021-06-09,1139820.93,528853.95,610966.99,18,53.60201536218501
2021-06-10,1138385.45,629091.26,509294.19,15,44.73829053243785
2021-06-11,1145403.93,669016.43,476387.5,14,41.5912227575472
2021-06-14,1144090.33,700093.71,443996.62,13,38.807829098599235
2021-06-15,1143884.39,562596.85,581287.55,17,50.816984223379436
2021-06-16,1144560.3,528462.38,616097.93,18,53.82835050280881
2021-06-17,1138416.91,555985.27,582431.63,17,51.161540634529054
2021-06-18,1134653.7,313385.43,821268.26,24,72.38052103474391
2021-06-21,1137315.25,384975.69,752339.56,22,66.15048554039876
2021-06-22,1137295.7,282708.02,854587.68,25,75.1420831011671
2021-06-23,1139881.83,285374.5,854507.32,25,74.96455312389705
2021-06-24,1146584.58,326554.43,820030.15,24,71.51937714006236
2021-06-25,1152217.59,365847.03,786370.56,23,68.24844255328544
2021-06-28,1152714.21,297006.24,855707.96,25,74.23418160169987
2021-06-29,1156538.63,369217.45,787321.18,23,68.07564914628058
2021-06-30,1156486.58,334469.24,822017.34,24,71.07884814365939
2021-07-01,1156554.54,368576.81,787977.73,23,68.13148042287742
2021-07-02,1165029.5,615030.68,549998.82,16,47.209003720506644
2021-07-05,1165029.5,615030.68,549998.82,16,47.209003720506644
2021-07-06,1165323.54,613581.48,551742.06,16,47.34668450960838
2021-07-07,1164613.96,678667.03,485946.92,14,41.72600850499851
2021-07-08,1160374.96,673814.31,486560.64,14,41.93132881805723
2021-07-09,1163526.28,537606.12,625920.16,18,53.795102934847336
2021-07-12,1165175.31,503332.83,661842.49,19,56.801966564155904
2021-07-13,1165213.49,502597.97,662615.51,19,56.866446851726714
2021-07-14,1162547.34,569468.5,593078.84,17,51.015457142588275
2021-07-15,1158552.76,739719.28,418833.48,12,36.15143776447436
2021-07-16,1153175.65,839335.06,313840.58,9,27.215331853391117
2021-07-19,1144411.14,866767.6,277643.53,8,24.260820285269162
2021-07-20,1143920.4,695233.7,448686.7,13,39.22359457878363
2021-07-21,1143243.11,317704.91,825538.2,24,72.21020557910906
2021-07-22,1143191.67,283356.17,859835.5,25,75.21359038594115
2021-07-23,1146732.56,321229.45,825503.11,24,71.98741352560879
2021-07-26,1145578.83,354747.96,790830.87,23,69.0332999606845
2021-07-27,1150371.73,462786.09,687585.64,20,59.77073515184522
2021-07-28,1153815.4,534879.67,618935.73,18,53.64252635213571
2021-07-29,1153659.63,430880.57,722779.07,21,62.650980514937494
2021-07-30,1156238.02,433468.28,722769.75,21,62.51046389220102
2021-08-02,1164478.19,509990.77,654487.42,19,56.20435192521725
2021-08-03,1167280.58,511589.17,655691.41,19,56.172562212934274
2021-08-04,1180745.6,798932.43,381813.17,11,32.33661594843122
2021-08-05,1181188.84,762828.25,418360.59,12,35.41860334542273
2021-08-06,1180992.81,620388.27,560604.55,16,47.46892150850605
2021-08-09,1179633.85,653423.83,526210.02,15,44.60791117514981
2021-08-10,1180237.73,653253.15,526984.58,15,44.65071456409041
2021-08-11,1179791.97,723678.75,456113.23,13,38.660479270764995
2021-08-12,1178338.49,651479.68,526858.81,15,44.71200885579152
2021-08-13,1175974.99,718374.61,457600.38,13,38.91242448957184
2021-08-16,1174976.94,821769.34,353207.6,10,30.060811236006046
2021-08-17,1174589.96,715319.45,459270.51,13,39.1004968235894
2021-08-18,1173991.62,784988.86,389002.76,11,33.13505423488457
2021-08-19,1171827.17,889099.89,282727.29,8,24.127046823807643
2021-08-20,1168261.75,675406.28,492855.47,14,42.187075798724045
2021-08-23,1168209.18,640305.81,527903.36,15,45.1891124498782
2021-08-24,1173506.87,505765.86,667741.01,19,56.901329431501324
2021-08-25,1173348.45,399991.78,773356.66,22,65.91022982132887
2021-08-26,1173295.65,364738.53,808557.12,23,68.91333143526101
2021-08-27,1173860.97,330256.25,843604.71,24,71.86581133198423
2021-08-30,1173808.14,294987.6,878820.54,25,74.86918092082749
2021-08-31,1174688.73,366366.79,808321.94,23,68.81158551678622
2021-09-01,1173307.9,294418.73,878889.17,25,74.90695068191394
2021-09-02,1178173.34,369750.53,808422.81,23,68.61662732921796
2021-09-03,1188021.58,625492.06,562529.52,16,47.35010958302626
2021-09-06,1188021.58,625492.06,562529.52,16,47.35010958302626
2021-09-07,1188195.32,695759.99,492435.32,14,41.44397067647093
2021-09-08,1190696.87,766724.89,423971.98,12,35.60704581343192
2021-09-09,1191071.3,766067.94,425003.37,12,35.68244571084871
2021-09-10,1187938.93,761871.04,426067.89,12,35.86614423015836
2021-09-13,1181578.43,718716.22,462862.2,13,39.173210025508
2021-09-14,1179795.23,504522.4,675272.82,19,57.23644263250666
2021-09-15,1179742.14,469075.45,710666.69,20,60.23915446472057
2021-09-16,1178772.87,326234.05,852538.82,24,72.32426548805793
2021-09-17,1174369.05,322228.25,852140.79,24,72.56158445251943
2021-09-20,1157659.3,767227.36,390431.94,11,33.72597965567244
2021-09-21,1157398.83,593318.04,564080.79,16,48.73694143962457
2021-09-22,1156801.89,628366.96,528434.94,15,45.6806774408019
2021-09-23,1156299.6,281351.06,874948.55,25,75.66797999411226
2021-09-24,1159382.37,320206.69,839175.68,24,72.3812696927589
2021-09-27,1154771.64,352672.67,802098.97,23,69.45953141003706
2021-09-28,1149408.93,489298.48,660110.45,19,57.43042643665558
2021-09-29,1139837.73,688879.54,450958.19,13,39.563367497933235
2021-09-30,1138913.03,654207.84,484705.18,14,42.55857710223931
2021-10-01,1145704.17,696539.55,449164.61,13,39.20423978207219
2021-10-04,1146069.19,594457.07,551612.12,16,48.13078693791603
2021-10-05,1145261.58,491250.3,654011.28,19,57.10584301623041
2021-10-06,1145210.04,456840.91,688369.13,20,60.10854829739355
2021-10-07,1153299.92,604094.81,549205.11,16,47.620319786374395
2021-10-08,1153144.23,500142.11,653002.12,19,56.62796578360367
2021-10-11,1154436.33,535389.29,619047.04,18,53.62331589131468
2021-10-12,1152970.44,568281.24,584689.19,17,50.71155076621044
2021-10-13,1151820.7,601502.64,550318.05,16,47.778100358849265
2021-10-14,1154386.42,672458.53,481927.89,14,41.747536323235686
2021-10-15,1156645.76,604990.52,551655.24,16,47.69439867224343
2021-10-18,1159326.59,779754.89,379571.7,11,32.7407051019161
2021-10-19,1162532.06,816149.18,346382.88,10,29.795555057638584
2021-10-20,1165882.55,819222.71,346659.85,10,29.73368543855468
2021-10-21,1167641.68,855338.12,312303.56,9,26.7465238137097
2021-10-22,1166987.07,819224.07,347763.0,10,29.80007310620845
2021-10-25,1172301.29,894161.88,278139.41,8,23.72593226439254
2021-10-26,1170808.09,962184.7,208623.39,6,17.81875200401118
2021-10-27,1169622.51,819709.92,349912.59,10,29.916711332787195
2021-10-28,1168063.49,712920.31,455143.18,13,38.96561992533471
2021-10-29,1170778.52,749594.51,421184.01,12,35.974695709313146
2021-11-01,1170795.95,749612.83,421183.12,12,35.97408412627324
2021-11-02,1171952.23,645362.38,526589.85,15,44.932706002871804
2021-11-03,1172092.39,715715.09,456377.31,13,38.93697407249611
2021-11-04,1179385.88,758058.69,421327.2,12,35.72428728755003
2021-11-05,1183935.31,655866.23,528069.08,15,44.602866013008764
2021-11-08,1187176.67,552159.52,635017.15,18,53.48969248191173
2021-11-09,1188091.52,588100.98,599990.53,17,50.50036296867096
2021-11-10,1188840.56,657971.49,530869.08,15,44.654354659635764
2021-11-11,1189626.06,657639.14,531986.92,15,44.71883542968116
2021-11-12,1189777.4,657143.57,532633.84,15,44.76752037818167
2021-11-15,1188984.52,619986.3,568998.22,16,47.85581396804056
2021-11-16,1195424.81,697041.7,498383.11,14,41.690878910234424
2021-11-17,1195317.22,625208.62,570108.61,16,47.69517249989923
2021-11-18,1197139.19,662507.15,534632.03,15,44.65913692124639
2021-11-19,1198377.91,805556.01,392821.9,11,32.779467705642205
2021-11-22,1198982.87,948071.75,250911.12,7,20.92699789780983
2021-11-23,1197216.9,658227.48,538989.42,15,45.02019809443051
2021-11-24,1195893.92,549154.2,646739.72,18,54.080024087755206
2021-11-25,1195893.92,549154.2,646739.72,18,54.080024087755206
2021-11-26,1186306.61,647611.96,538694.65,15,45.40939462522256
2021-11-29,1189785.62,651418.27,538367.35,15,45.24910546489879
2021-11-30,1183603.31,681587.63,502015.67,14,42.414182670712535
2021-12-01,1184694.82,683734.43,500960.39,14,42.28602856556763
2021-12-02,1182289.36,754152.68,428136.68,12,36.21251230747775
2021-12-03,1185899.61,580959.87,604939.74,17,51.01104131402825
2021-12-06,1187284.26,617885.36,569398.89,16,47.95809303494009
2021-12-07,1188423.63,476883.48,711540.15,20,59.872601994627125
2021-12-08,1191071.98,444512.62,746559.36,21,62.679617398102174
2021-12-09,1191071.98,444512.62,746559.36,21,62.679617398102174
2021-12-10,1191071.98,444512.62,746559.36,21,62.679617398102174
2021-12-13,1192536.93,445571.09,746965.84,21,62.636705095581405
2021-12-14,1191797.9,479981.58,711816.33,20,59.72626147436575
2021-12-15,1195468.32,518874.73,676593.59,19,56.59653030370557
2021-12-16,1199532.52,593625.26,605907.26,17,50.51194943843623
2021-12-17,1195432.9,695160.53,500272.37,14,41.84863659014237
2021-12-20,1187706.57,758789.62,428916.95,12,36.11304010888817
2021-12-21,1190781.62,904326.08,286455.55,8,24.056094349188896
