snapshot_date,total_value_pln,cash_pln,invested_pln,open_positions,exposure_pct
2024-10-30,1267338.22,885873.86,381464.36,10,30.099649326444204
2024-10-31,1260894.04,1032352.36,228541.68,6,18.12536761614005
2024-11-01,1259267.91,993255.04,266012.88,7,21.124407116830287
2024-11-04,1257334.22,765002.23,492331.99,13,39.15681146417855
2024-11-05,1257277.64,727225.62,530052.02,14,42.158708875153465
2024-11-06,1258666.2,729024.53,529641.67,14,42.07959743417278
2024-11-07,1256727.33,387246.08,869481.25,23,69.18614955242518
2024-11-08,1258567.59,351518.95,907048.65,24,72.06991958214974
2024-11-11,1269603.75,400405.88,869197.87,23,68.46213789144842
2024-11-12,1278718.2,370791.05,907927.15,24,71.00291135294704
2024-11-13,1281610.07,411171.79,870438.28,23,67.91755935563147
2024-11-14,1275392.26,480438.98,794953.28,21,62.3301007017245
2024-11-15,1268898.08,511420.59,757477.48,20,59.695691241017556
2024-11-18,1271733.61,513389.5,758344.11,20,59.630735874001154
2024-11-19,1271671.34,436591.23,835080.11,22,65.66791935406832
2024-11-20,1271504.02,435560.24,835943.78,22,65.74448580980498
2024-11-21,1273474.14,625951.86,647522.28,17,50.84691236839721
2024-11-22,1277460.68,551963.58,725497.1,19,56.7921276449777
2024-11-25,1277403.2,513582.28,763820.91,20,59.79481732940704
2024-11-26,1278640.31,438067.3,840573.01,22,65.73959880867513
2024-11-27,1277253.31,436387.96,840865.35,22,65.83387519269768
2024-11-28,1277253.31,436387.96,840865.35,22,65.83387519269768
2024-11-29,1277195.83,398012.88,879182.95,23,68.83697310536944
2024-12-02,1276109.3,549861.76,726247.54,19,56.911076504183455
2024-12-03,1278570.7,513607.14,764963.56,20,59.82958627160782
2024-12-04,1290313.16,601614.1,688699.06,18,53.37456683771249
2024-12-05,1288699.85,521284.86,767415.0,20,59.54955298551482
2024-12-06,1290107.43,522176.57,767930.86,20,59.52456688044963
2024-12-09,1295186.36,910078.77,385107.59,10,29.73375893180345
2024-12-10,1292373.87,906973.94,385399.93,10,29.821086525062597
2024-12-11,1298736.46,1027403.1,271333.36,7,20.892103083022707
2024-12-12,1298678.02,988382.58,310295.44,8,23.893177155643244
2024-12-13,1298619.58,949363.79,349255.79,9,26.894388116341194
2024-12-16,1296704.98,986304.77,310400.21,8,23.93761223929286
2024-12-17,1294145.55,867102.8,427042.75,11,32.998046471666186
2024-12-18,1275251.14,1119898.9,155352.23,4,12.18208909031048
2024-12-19,1272855.5,1118101.33,154754.17,4,12.158031292632982
2024-12-20,1270739.98,1078438.77,192301.21,5,15.133010137919797
2024-12-23,1269939.42,543927.4,726012.02,19,57.16902779504238
2024-12-24,1269882.27,505772.15,764110.12,20,60.171729147773675
2024-12-25,1269882.27,505772.15,764110.12,20,60.171729147773675
2024-12-26,1268061.07,542722.16,725338.92,19,57.20062993496047
2024-12-27,1268061.07,542722.16,725338.92,19,57.20062993496047
2024-12-30,1268708.03,619740.45,648967.58,17,51.15184618166245
2024-12-31,1268708.03,619740.45,648967.58,17,51.15184618166245
2025-01-01,1268708.03,619740.45,648967.58,17,51.15184618166245
2025-01-02,1266359.53,732513.45,533846.07,14,42.15596419130671
2025-01-03,1266245.55,656417.96,609827.59,16,48.160294818015345
2025-01-06,1267624.66,658067.21,609557.45,16,48.086588186127585
2025-01-07,1267586.67,620093.94,647492.73,17,51.08074621832368
2025-01-08,1259285.89,1145279.01,114006.88,3,9.053296070839007
2025-01-09,1259285.89,1145279.01,114006.88,3,9.053296070839007
2025-01-10,1255841.55,1028957.87,226883.68,6,18.06626640120324
2025-01-13,1251833.45,1025368.68,226464.77,6,18.090646962661047
2025-01-14,1251664.45,912534.59,339129.86,9,27.094311099112865
2025-01-15,1251664.45,912534.59,339129.86,9,27.094311099112865
2025-01-16,1251270.18,649290.73,601979.45,16,48.10946985086786
2025-01-17,1251270.18,649290.73,601979.45,16,48.10946985086786
2025-01-20,1251270.18,649290.73,601979.45,16,48.10946985086786
2025-01-21,1254919.23,653076.95,601842.28,16,47.95864670907944
2025-01-22,1254636.88,464556.81,790080.07,21,62.9728077178793
2025-01-23,1256387.08,353305.66,903081.42,24,71.87923486128176
2025-01-24,1254549.57,351331.46,903218.11,24,71.9954102730273
2025-01-27,1254789.63,615516.68,639272.96,17,50.94662441544086
2025-01-28,1267152.92,703102.26,564050.66,15,44.51322733802326
2025-01-29,1267095.9,665030.65,602065.25,16,47.515365648330175
2025-01-30,1268358.27,741490.37,526867.9,14,41.53935937990139
2025-01-31,1278238.98,976768.43,301470.55,8,23.58483466057341
2025-02-03,1273039.8,1045457.39,227582.41,6,17.877085225457996
2025-02-04,1274275.9,855084.29,419191.61,11,32.89645594019318
2025-02-05,1274275.9,855084.29,419191.61,11,32.89645594019318
2025-02-06,1272937.89,777289.71,495648.18,13,38.9373420253835
2025-02-07,1268912.04,887531.08,381380.96,10,30.055744447030385
2025-02-10,1268912.04,887531.08,381380.96,10,30.055744447030385
2025-02-11,1270457.89,927000.4,343457.49,9,27.034149868595804
2025-02-12,1270659.11,850875.17,419783.94,11,33.036708012111916
2025-02-13,1268700.08,810790.28,457909.79,12,36.09283212152079
2025-02-14,1266526.73,732625.1,533901.64,14,42.15478657919837
2025-02-17,1266526.73,732625.1,533901.64,14,42.15478657919837
2025-02-18,1266412.75,656519.53,609893.22,16,48.15911873913145
2025-02-19,1267907.63,773113.0,494794.62,13,39.024500546621056
2025-02-20,1260866.66,918190.1,342676.57,9,27.177859552571565
2025-02-21,1253040.73,1024890.56,228150.18,6,18.20772258536241
2025-02-24,1249036.7,1059113.77,189922.92,5,15.205551606289871
2025-02-25,1247649.25,1095763.56,151885.69,4,12.173749152656486
2025-02-26,1247649.25,1095763.56,151885.69,4,12.173749152656486
2025-02-27,1244078.22,1130996.51,113081.71,3,9.089598080094996
2025-02-28,1244078.22,1130996.51,113081.71,3,9.089598080094996
2025-03-03,1242938.59,906661.44,336277.16,9,27.055010014613835
2025-03-04,1234826.98,1085268.68,149558.3,4,12.111680617797967
2025-03-05,1233728.73,1047672.21,186056.53,5,15.080829802836803
2025-03-06,1231678.75,971909.06,259769.68,7,21.09070080164978
2025-03-07,1229993.92,1007297.55,222696.37,6,18.105485431993028
2025-03-10,1223527.26,1001398.24,222129.02,6,18.154807601099137
2025-03-11,1222364.45,1037780.25,184584.2,5,15.100586408578884
2025-03-12,1219426.63,1145820.94,73605.69,2,6.0360900926036045
2025-03-13,1219426.63,1145820.94,73605.69,2,6.0360900926036045
2025-03-14,1219426.63,1145820.94,73605.69,2,6.0360900926036045
2025-03-17,1219371.76,1109183.36,110188.4,3,9.036489413204057
2025-03-18,1219316.88,1072547.32,146769.56,4,12.03703175174611
2025-03-19,1219316.88,1072547.32,146769.56,4,12.03703175174611
2025-03-20,1219207.15,999278.54,219928.61,6,18.038658155835126
2025-03-21,1219207.15,999278.54,219928.61,6,18.038658155835126
2025-03-24,1220767.65,891434.04,329333.61,9,26.97758332636026
2025-03-25,1222193.12,892895.62,329297.5,9,26.94316426850774
2025-03-26,1222193.12,892895.62,329297.5,9,26.94316426850774
2025-03-27,1222193.12,892895.62,329297.5,9,26.94316426850774
2025-03-28,1222266.14,929549.81,292716.33,8,23.948657368517143
2025-03-31,1221726.09,965592.46,256133.63,7,20.964898113946308
2025-04-01,1221671.11,928885.68,292785.43,8,23.96597804461464
2025-04-02,1221616.13,892180.65,329435.48,9,26.967184855360415
2025-04-03,1217224.79,1034250.21,182974.58,5,15.032110872470811
2025-04-04,1209667.76,1173151.03,36516.74,1,3.018741278183689
2025-04-07,1207792.56,1171502.51,36290.05,1,3.004659177566055
2025-04-08,1206489.23,1206489.23,0.0,0,0.0
2025-04-09,1206489.23,1206489.23,0.0,0,0.0
2025-04-10,1206489.23,1206489.23,0.0,0,0.0
2025-04-11,1206489.23,1206489.23,0.0,0,0.0
2025-04-14,1206489.23,1206489.23,0.0,0,0.0
2025-04-15,1206489.23,1206489.23,0.0,0,0.0
2025-04-16,1206489.23,1206489.23,0.0,0,0.0
2025-04-17,1206489.23,1206489.23,0.0,0,0.0
2025-04-18,1206489.23,1206489.23,0.0,0,0.0
2025-04-21,1206489.23,1206489.23,0.0,0,0.0
2025-04-22,1206489.23,1206489.23,0.0,0,0.0
2025-04-23,1206489.23,1206489.23,0.0,0,0.0
2025-04-24,1206489.23,1206489.23,0.0,0,0.0
2025-04-25,1206489.23,1206489.23,0.0,0,0.0
2025-04-28,1206489.23,1206489.23,0.0,0,0.0
2025-04-29,1206489.23,1206489.23,0.0,0,0.0
2025-04-30,1206489.23,1206489.23,0.0,0,0.0
2025-05-01,1206489.23,1206489.23,0.0,0,0.0
2025-05-02,1206489.23,1206489.23,0.0,0,0.0
2025-05-05,1206434.94,1170240.26,36194.68,1,3.0001352580189695
2025-05-06,1205460.65,1133072.93,72387.72,2,6.004984069782784
2025-05-07,1205460.65,1133072.93,72387.72,2,6.004984069782784
2025-05-08,1205460.65,1133072.93,72387.72,2,6.004984069782784
2025-05-09,1205406.41,1096854.9,108551.51,3,9.005386822192193
2025-05-12,1203088.4,1130731.57,72356.83,2,6.014257140206822
2025-05-13,1206539.71,1098190.64,108349.06,3,8.980148693158222
2025-05-14,1206431.12,1025689.65,180741.47,5,14.981499316761655
2025-05-15,1206322.54,953195.17,253127.37,7,20.983390561532573
2025-05-16,1206322.54,953195.17,253127.37,7,20.983390561532573
2025-05-19,1206213.97,880707.25,325506.72,9,26.985819108031055
2025-05-20,1206159.69,844466.51,361693.18,10,29.98717193077477
2025-05-21,1206021.18,880420.61,325600.57,9,26.997914746406032
2025-05-22,1209580.76,920173.15,289407.61,8,23.926274257206273
2025-05-23,1211622.09,958280.52,253341.58,7,20.909290288690592
2025-05-26,1211622.09,958280.52,253341.58,7,20.909290288690592
2025-05-27,1211622.09,958280.52,253341.58,7,20.909290288690592
2025-05-28,1213614.47,996365.56,217248.91,6,17.900982179291255
2025-05-29,1210593.01,1065736.51,144856.5,4,11.965747266292244
2025-05-30,1210172.82,1065191.48,144981.34,4,11.980217833680976
2025-06-02,1213514.24,959501.98,254012.26,7,20.931955442072113
2025-06-03,1213514.24,959501.98,254012.26,7,20.931955442072113
2025-06-04,1213324.9,959093.68,254231.22,7,20.953268164199056
2025-06-05,1213270.3,922639.29,290631.01,8,23.95434966140686
2025-06-06,1216840.91,962515.06,254325.85,7,20.900501282456062
2025-06-09,1226071.52,1007633.03,218438.49,6,17.81612951910016
2025-06-10,1225850.83,860283.75,365567.08,10,29.821497938701075
2025-06-11,1229421.43,900159.45,329261.98,9,26.781864376644222
2025-06-12,1229310.78,826283.52,403027.27,11,32.78481540689003
2025-06-13,1229784.69,862603.9,367180.79,10,29.85732323598857
2025-06-16,1229729.35,825655.01,404074.34,11,32.85880263002587
2025-06-17,1233236.2,792160.23,441075.97,12,35.76573327964262
2025-06-18,1229855.34,861690.0,368165.34,10,29.935662189343343
2025-06-19,1229855.34,861690.0,368165.34,10,29.935662189343343
2025-06-20,1236158.71,977924.81,258233.9,7,20.89002794794853
2025-06-23,1235713.7,680801.6,554912.09,15,44.90620197866221
2025-06-24,1233603.72,715396.39,518207.33,14,42.007601111968114
2025-06-25,1233381.67,567141.98,666239.69,18,54.01731728346506
2025-06-26,1236917.95,533760.12,703157.84,19,56.8475734384807
2025-06-27,1244552.61,615256.12,629296.49,17,50.5640729804102
2025-06-30,1256208.99,663493.68,592715.32,16,47.18285927885295
2025-07-01,1258184.38,626386.89,631797.49,17,50.21501618069683
2025-07-02,1257676.23,625025.08,632651.15,17,50.30318097051099
2025-07-03,1262171.44,628685.63,633485.8,17,50.19015483348285
2025-07-04,1262171.44,628685.63,633485.8,17,50.19015483348285
2025-07-07,1260802.7,664033.68,596769.01,16,47.33246605515677
2025-07-08,1264613.6,741917.37,522696.24,14,41.3324860653088
2025-07-09,1265572.26,666132.16,599440.1,16,47.365142153163184
2025-07-10,1268448.34,892516.44,375931.9,10,29.63714706741624
2025-07-11,1270453.32,893469.44,376983.88,10,29.673178389584592
2025-07-14,1268222.96,928346.61,339876.34,9,26.799415459250163
2025-07-15,1274203.07,932913.23,341289.84,9,26.784572101211467
2025-07-16,1271853.99,1006074.54,265779.45,7,20.897009569471102
2025-07-17,1271510.59,776797.49,494713.1,13,38.90750921704867
2025-07-18,1271453.37,738594.95,532858.42,14,41.909395387421874
2025-07-21,1271338.94,662193.22,609145.72,16,47.91371528351047
2025-07-22,1268255.72,849447.66,418808.06,11,33.02236712955649
2025-07-23,1267588.56,848452.74,419135.82,11,33.065604504982275
2025-07-24,1266348.89,657074.66,609274.22,16,48.11266664434001
2025-07-25,1266348.89,657074.66,609274.22,16,48.11266664434001
2025-07-28,1266291.9,619027.22,647264.68,17,51.1149664623141
2025-07-29,1263314.66,730347.66,532967.0,14,42.18798505829102
2025-07-30,1263333.77,730514.98,532818.78,14,42.175614445895796
2025-07-31,1267905.25,849796.89,418108.36,11,32.97630954678987
2025-08-01,1250979.21,870773.67,380205.55,10,30.392635382006066
2025-08-04,1250641.45,645259.54,605381.9,16,48.40571212476606
2025-08-05,1250528.89,570108.39,680420.5,18,54.41061821450602
2025-08-06,1242301.0,638338.37,603962.63,16,48.61644883164386
2025-08-07,1235486.1,745866.98,489619.13,13,39.629675315651056
2025-08-08,1235430.51,708746.78,526683.72,14,42.631594066751674
2025-08-11,1235430.51,708746.78,526683.72,14,42.631594066751674
2025-08-12,1239064.6,712833.85,526230.74,14,42.47000035349246
2025-08-13,1244437.94,757109.59,487328.35,13,39.16051852292449
2025-08-14,1242418.12,755275.98,487142.15,13,39.20919553233818
2025-08-15,1246533.88,835712.79,410821.1,11,32.95707454016412
2025-08-18,1248898.17,988327.98,260570.18,7,20.86400526954091
2025-08-19,1244049.05,908008.78,336040.27,9,27.011818384492152
2025-08-20,1239761.92,1052722.13,187039.79,5,15.086750688390238
2025-08-21,1239538.76,903727.49,335811.27,9,27.09163124515768
2025-08-22,1239538.76,903727.49,335811.27,9,27.09163124515768
2025-08-25,1239204.09,680275.87,558928.22,15,45.10380691206401
2025-08-26,1239204.09,680275.87,558928.22,15,45.10380691206401
2025-08-27,1239821.33,718065.08,521756.25,14,42.08318064668237
2025-08-28,1239821.33,718065.08,521756.25,14,42.08318064668237
2025-08-29,1240490.3,718997.91,521492.4,14,42.03921626795469
2025-09-01,1240490.3,718997.91,521492.4,14,42.03921626795469
2025-09-02,1234152.79,861685.94,372466.85,10,30.179962563630387
2025-09-03,1239254.16,719735.37,519518.79,14,41.921891954754464
2025-09-04,1236711.39,642854.28,593857.11,16,48.01905398477813
2025-09-05,1237324.61,606571.01,630753.6,17,50.97721284311964
2025-09-08,1237157.57,495044.68,742112.89,20,59.98531698755236
2025-09-09,1236683.07,569085.38,667597.69,18,53.98292466314752
2025-09-10,1239414.54,608919.53,630495.01,17,50.87038998267682
2025-09-11,1244010.45,501905.52,742104.93,20,59.65423602349965
2025-09-12,1243898.49,427152.88,816745.61,22,65.66014964774175
2025-09-15,1251149.66,471384.41,779765.25,21,62.32389896505267
2025-09-16,1250868.15,283430.58,967437.57,26,77.34129052690326
2025-09-17,1256178.85,548208.98,707969.88,19,56.359003337781076
2025-09-18,1264711.36,667837.92,596873.44,16,47.194439686222154
2025-09-19,1264591.77,439230.31,825361.46,22,65.2670276353293
2025-09-22,1269078.36,404557.92,864520.43,23,68.12191092754902
2025-09-23,1276611.35,598309.54,678301.81,18,53.13299227678024
2025-09-24,1277824.93,596544.44,681280.49,18,53.315636125521515
2025-09-25,1278250.82,631917.68,646333.14,17,50.563874467140955
2025-09-26,1278920.17,632537.85,646382.32,17,50.54125622242708
2025-09-29,1282963.66,673472.11,609491.55,16,47.50653264800969
2025-09-30,1286721.81,828814.54,457907.27,12,35.58712275188683
2025-10-01,1283968.86,825794.56,458174.3,12,35.684222123580156
2025-10-02,1281511.4,784236.69,497274.71,13,38.80376795711689
2025-10-03,1291898.66,907997.26,383901.41,10,29.716062249031204
2025-10-06,1299859.7,991975.45,307884.25,8,23.685960107848565
2025-10-07,1298290.7,1028154.37,270136.33,7,20.807075795890707
2025-10-08,1300969.33,991233.89,309735.44,8,23.808050878493805
2025-10-09,1300676.61,795795.87,504880.74,13,38.81677706190165
2025-10-10,1294445.58,828339.34,466106.24,12,36.00817579368613
2025-10-13,1294190.0,827956.48,466233.52,12,36.02512150457043
2025-10-14,1289112.84,784145.17,504967.67,13,39.17171983175654
2025-10-15,1288662.31,628929.46,659732.85,17,51.195169198360425
2025-10-16,1285013.47,702983.04,582030.43,15,45.29372209615827
2025-10-17,1284737.29,741825.87,542911.42,14,42.25855544365806
2025-10-20,1281899.63,584828.09,697071.54,18,54.378012418959834
2025-10-21,1283440.33,625936.68,657503.64,17,51.22977863723512
2025-10-22,1284915.18,628179.4,656735.78,17,51.111216539600704
2025-10-23,1284741.72,512363.62,772378.09,20,60.11932810899921
2025-10-24,1288475.04,516102.12,772372.92,20,59.94473280599988
2025-10-27,1300204.69,682874.54,617330.15,16,47.47945879198452
2025-10-28,1305407.78,570414.7,734993.08,19,56.303715303428014
2025-10-29,1309912.85,768004.62,541908.22,14,41.369791891117025
2025-10-30,1310427.48,649580.46,660847.02,17,50.42988109498437
2025-10-31,1309323.83,726629.7,582694.13,15,44.50343884751567
2025-11-03,1310756.58,725849.52,584907.05,15,44.62362111506623
2025-11-04,1301001.54,714081.15,586920.39,15,45.112966584190204
2025-11-05,1296204.87,669785.74,626419.13,16,48.327169917206064
2025-11-06,1294092.65,668533.3,625559.36,16,48.33961154172385
2025-11-07,1287253.92,740817.89,546436.03,14,42.44974682228973
2025-11-10,1286848.44,470088.84,816759.59,21,63.46975794600955
2025-11-11,1288164.58,510411.19,777753.39,20,60.37686504312981
2025-11-12,1293486.51,555233.65,738252.86,19,57.07464703284768
2025-11-13,1289480.73,746134.88,543345.85,14,42.136794863153945
2025-11-14,1282283.87,817275.37,465008.5,12,36.264084020646685
2025-11-17,1275714.44,850701.54,425012.9,11,33.31567682184424
2025-11-18,1271419.55,924241.87,347177.68,9,27.306303414950634
2025-11-19,1272767.97,926477.72,346290.25,9,27.20764963939185
2025-11-20,1267154.06,922018.46,345135.6,9,27.237066975107982
2025-11-21,1262038.27,994442.88,267595.4,7,21.203429908666717
2025-11-24,1260437.43,993598.46,266838.97,7,21.17034639315654
2025-11-25,1260097.12,766379.6,493717.52,13,39.18091011905494
2025-11-26,1260040.41,728519.96,531520.45,14,42.18280983544012
2025-11-27,1260040.41,728519.96,531520.45,14,42.18280983544012
2025-11-28,1259983.71,690662.03,569321.68,15,45.184844492949836
2025-12-01,1258143.76,726683.27,531460.48,14,42.24163381774432
2025-12-02,1261806.05,730414.29,531391.76,14,42.113584730394976
2025-12-03,1268650.05,775488.65,493161.4,13,38.87292638344199
2025-12-04,1270371.1,777292.77,493078.33,13,38.81372380086417
2025-12-05,1272735.73,817984.24,454751.49,12,35.730236786862264
2025-12-08,1275776.67,820857.8,454918.87,12,35.65819008118404
2025-12-09,1273540.05,779887.73,493652.32,13,38.76221403480793
2025-12-10,1280441.21,938082.32,342358.89,9,26.737571965525852
2025-12-11,1282233.21,900850.69,381382.51,10,29.743615047998954
2025-12-12,1279325.11,1012216.62,267108.49,7,20.878859322944106
2025-12-15,1279209.97,935341.88,343868.09,9,26.881285954955462
2025-12-16,1278683.97,1010742.23,267941.74,7,20.954492766496475
2025-12-17,1274522.55,1044711.25,229811.3,6,18.03116782829774
2025-12-18,1274465.19,1006418.22,268046.97,7,21.032113870446313
2025-12-19,1276020.13,1007850.36,268169.78,7,21.016108891636375
2025-12-22,1275618.19,739484.42,536133.77,14,42.02932932463123
2025-12-23,1279202.64,781346.89,497855.75,13,38.919224713294845
2025-12-24,1279145.08,742913.35,536231.73,14,41.92110327313301
2025-12-25,1279145.08,742913.35,536231.73,14,41.92110327313301
2025-12-26,1279669.85,666728.55,612941.3,16,47.898393480162085
2025-12-29,1279669.85,666728.55,612941.3,16,47.898393480162085
2025-12-30,1278551.72,665600.09,612951.63,16,47.941089938856756
2025-12-31,1278551.72,665600.09,612951.63,16,47.941089938856756
2026-01-01,1278551.72,665600.09,612951.63,16,47.941089938856756
2026-01-02,1278547.29,703956.19,574591.1,15,44.94093448823469
2026-01-05,1285841.55,749503.86,536337.69,14,41.71102497037834
2026-01-06,1285947.85,556097.77,729850.08,19,56.75580701036982
2026-01-07,1292352.2,599287.13,693065.06,18,53.62818742444978
2026-01-08,1294454.7,639068.28,655386.42,17,50.630309426818876
2026-01-09,1293677.09,560365.03,733312.05,19,56.68431911397611
2026-01-12,1291701.33,518475.12,773226.21,20,59.86106788323892
2026-01-13,1290128.62,478233.95,811894.67,21,62.93129672605821
2026-01-14,1299819.62,642408.76,657410.85,17,50.577083149429605
2026-01-15,1305240.81,607775.92,697464.89,18,53.43572501383863
2026-01-16,1305182.07,568559.95,736622.12,19,56.438265352511316
2026-01-19,1305182.07,568559.95,736622.12,19,56.438265352511316
2026-01-20,1304414.11,448370.72,856043.39,22,65.62665823969046
2026-01-21,1308773.39,374511.2,934262.19,24,71.38456490164428
2026-01-22,1317097.31,458854.3,858243.01,22,65.1617009224626
2026-01-23,1314045.44,494215.61,819829.83,21,62.389762564070836
2026-01-26,1316084.81,494790.39,821294.42,21,62.40436890993371
2026-01-27,1321349.4,538050.42,783298.98,20,59.280231254503924
2026-01-28,1328680.38,583085.19,745595.19,19,56.11546623424965
2026-01-29,1333498.72,625394.21,708104.51,18,53.10125157075517
2026-01-30,1327652.03,536499.66,791152.37,20,59.590340851585935
2026-02-02,1326160.44,614086.98,712073.46,18,53.694367477889784
2026-02-03,1329565.89,536361.81,793204.08,20,59.6588770790442
2026-02-04,1325917.99,888449.67,437468.33,11,32.99361900957389
2026-02-05,1320944.91,763273.44,557671.47,14,42.21761753864512
2026-02-06,1320885.47,723585.71,597299.75,15,45.21964724163405
2026-02-09,1320647.71,564841.75,755805.96,19,57.22994514562858
2026-02-10,1320667.7,565027.11,755640.58,19,57.216556443380874
2026-02-11,1324057.49,687839.91,636217.58,16,48.05060088440721
2026-02-12,1332692.38,895233.09,437459.29,11,32.82522632867459
2026-02-13,1334767.38,936984.73,397782.65,10,29.801646036629997
2026-02-16,1334767.38,936984.73,397782.65,10,29.801646036629997
2026-02-17,1334666.29,856381.16,478285.13,12,35.835559314231276
2026-02-18,1338951.37,940228.6,398722.77,10,29.77873423438821
2026-02-19,1345749.37,946166.07,399583.31,10,29.69225317192606
2026-02-20,1345567.7,824866.95,520700.75,13,38.697476908817
2026-02-23,1345567.7,824866.95,520700.75,13,38.697476908817
2026-02-24,1347197.21,865477.83,481719.38,12,35.7571539210655
2026-02-25,1346854.35,864338.51,482515.84,12,35.82539121620686
2026-02-26,1344291.23,902147.87,442143.37,11,32.890445175336005
2026-02-27,1339938.66,937890.75,402047.91,10,30.004948883257086
2026-03-02,1340791.55,938526.24,402265.31,10,30.002076758314892
2026-03-03,1341410.42,898632.97,442777.45,11,33.008350270605476
2026-03-04,1343442.15,779950.46,563491.68,14,41.94387380208371
2026-03-05,1339556.87,776049.47,563507.4,14,42.066702252066385
2026-03-06,1339356.22,896798.58,442557.65,11,33.04256503172846
2026-03-09,1335707.52,893254.49,442453.02,11,33.12499281279782
2026-03-10,1335647.41,853123.17,482524.24,12,36.12661817687349
2026-03-11,1335647.41,853123.17,482524.24,12,36.12661817687349
2026-03-12,1335527.2,772864.11,562663.1,14,42.13041112154062
2026-03-13,1330091.89,847960.21,482131.68,12,36.2479978732898
2026-03-16,1326940.4,925072.68,401867.73,10,30.28528862336244
2026-03-17,1325110.03,1003689.82,321420.21,8,24.256114792218426
2026-03-18,1327441.94,1046264.03,281177.91,7,21.181936590010107
2026-03-19,1320252.75,1200042.68,120210.07,3,9.105080068948919
2026-03-20,1320193.34,1160375.66,159817.68,4,12.105626892497426
2026-03-23,1320015.11,1041379.99,278635.12,7,21.108479583995063
2026-03-24,1327732.55,1049573.61,278158.94,7,20.949922482505983
2026-03-25,1327553.3,929898.39,397654.92,10,29.953970209708338
2026-03-26,1324283.45,1006540.99,317742.46,8,23.9935385434289
2026-03-27,1321731.28,1083421.29,238310.0,6,18.0301399842788
2026-03-30,1325567.21,1087212.84,238354.37,6,17.98131156246691
2026-03-31,1327110.23,1128361.67,198748.56,5,14.976040083723866
2026-04-01,1323803.62,1125055.06,198748.56,5,15.013447387309606
2026-04-02,1323744.05,1085281.35,238462.69,6,18.014259629722225
2026-04-03,1323744.05,1085281.35,238462.69,6,18.014259629722225
2026-04-06,1323684.48,1045509.39,278175.09,7,21.01521126847389
2026-04-07,1328868.66,1090240.85,238627.81,6,17.957215576142794
2026-04-08,1334027.09,1135113.41,198913.68,5,14.91076766664461
2026-04-09,1336668.52,1057335.66,279332.86,7,20.897691224148826
2026-04-10,1336158.53,1056552.35,279606.18,7,20.92612318988825
2026-04-13,1336158.53,1056552.35,279606.18,7,20.92612318988825
2026-04-14,1336098.4,1016407.46,319690.94,8,23.927200272075773
2026-04-15,1336098.4,1016407.46,319690.94,8,23.927200272075773
2026-04-16,1335817.55,815649.83,520167.72,13,38.94002740119711
2026-04-17,1328172.74,887684.58,440488.16,11,33.16497521248629
2026-04-20,1328053.21,807874.69,520178.52,13,39.16849988262142
2026-04-21,1325877.11,805567.51,520309.6,13,39.24267159269383
2026-04-22,1325817.45,765731.52,560085.93,14,42.244573715634836
2026-04-23,1338132.79,937908.14,400224.65,10,29.909187861691965
2026-04-24,1343852.64,1023443.37,320409.26,8,23.842588871946557
2026-04-27,1341215.33,899859.37,441355.96,11,32.907166368281814
2026-04-28,1339327.74,777189.81,562137.94,14,41.97164914989366
2026-04-29,1339327.74,777189.81,562137.94,14,41.97164914989366
2026-04-30,1343550.41,941857.36,401693.04,10,29.897876329031824
2026-05-01,1340233.34,857704.16,482529.19,12,36.00337162184012
2026-05-04,1341740.61,859240.9,482499.71,12,35.96072939910494
2026-05-05,1341680.23,818928.29,522751.94,13,38.962483631438765
2026-05-06,1343267.45,860291.84,482975.62,12,35.95528351409096
2026-05-07,1340984.62,737123.53,603861.09,15,45.031171945879585
2026-05-08,1338348.21,734470.1,603878.12,15,45.121151243591534
2026-05-11,1342358.7,778882.14,563476.57,14,41.976602081097994
2026-05-12,1351915.13,949503.64,402411.49,10,29.76603198456696
2026-05-13,1351915.13,949503.64,402411.49,10,29.76603198456696
2026-05-14,1355158.47,1032847.15,322311.32,8,23.784031693356127
2026-05-15,1356085.05,1032564.46,323520.59,8,23.856954252242513
2026-05-18,1356439.91,1031467.34,324972.57,8,23.957756447906345
2026-05-19,1352151.47,1067784.58,284366.89,7,21.030697840383226
2026-05-20,1350986.97,1066305.96,284681.02,7,21.072077401309063
2026-05-21,1350764.21,904117.66,446646.56,11,33.06621219998122
2026-05-22,1354766.38,948812.97,405953.42,10,29.96482832708028
2026-05-25,1354766.38,948812.97,405953.42,10,29.96482832708028
2026-05-26,1350632.97,985412.35,365220.62,9,27.040700776022074
2026-05-27,1350572.19,944832.58,405739.61,10,30.04205276876018
2026-05-28,1350572.19,944832.58,405739.61,10,30.04205276876018
2026-05-29,1345167.01,979946.39,365220.62,9,27.15057812784154
2026-06-01,1348926.01,862967.68,485958.32,12,36.02557267021636
2026-06-02,1351013.98,784318.81,566695.17,14,41.94591457891502
2026-06-03,1351622.64,987215.44,364407.2,9,26.960720338333488
2026-06-04,1356607.66,951552.11,405055.55,10,29.857973085600886
2026-06-05,1355613.03,1071653.27,283959.77,7,20.946963751152495
2026-06-08,1355552.03,1030923.92,324628.11,8,23.948037612396185
2026-06-09,1347834.79,1185764.99,162069.8,4,12.024455905311658
2026-06-10,1345495.05,1102555.14,242939.91,6,18.055801097150077
2026-06-11,1345434.5,1062129.72,283304.79,7,21.05675081172662
